order_id,date_key,location_id,status_id,cust_id,item_id,payment_method_id,ref_num_id,total,
100454870,171,15656,7,88589,747699,12,43658,800,
100454870,171,11947,7,88589,747699,12,43658,800,
100454870,171,29770,7,88589,747699,12,43658,800,
100454870,171,30392,7,88589,747699,12,43658,800,
100454870,171,6153,7,88589,747699,12,43658,800,
100454870,171,9176,7,88589,747699,12,43658,800,
100454870,171,32604,7,88589,747699,12,43658,800,
100454870,171,27348,7,88589,747699,12,43658,800,
100454870,171,25745,7,88589,747699,12,43658,800,
100454870,171,6754,7,88589,747699,12,43658,800,
100454870,171,33622,7,88589,747699,12,43658,800,
100454870,171,25287,7,88589,747699,12,43658,800,
100454870,171,23715,7,88589,747699,12,43658,800,
100454870,171,11274,7,88589,747699,12,43658,800,
100454870,171,21100,7,88589,747699,12,43658,800,
100454870,171,32371,7,88589,747699,12,43658,800,
100454870,171,1256,7,88589,747699,12,43658,800,
100454870,171,7619,7,88589,747699,12,43658,800,
100454870,171,5452,7,88589,747699,12,43658,800,
100454870,171,18852,7,88589,747699,12,43658,800,
100454870,171,23939,7,88589,747699,12,43658,800,
100454870,171,23630,7,88589,747699,12,43658,800,
100454870,171,11445,7,88589,747699,12,43658,800,
100454870,171,28567,7,88589,747699,12,43658,800,
100454870,171,3961,7,88589,747699,12,43658,800,
100454870,171,15747,7,88589,747699,12,43658,800,
100454870,171,27150,7,88589,747699,12,43658,800,
100454870,171,15400,7,88589,747699,12,43658,800,
100454870,171,12474,7,88589,747699,12,43658,800,
100454870,171,174,7,88589,747699,12,43658,800,
100454870,171,2511,7,88589,747699,12,43658,800,
100454870,171,32672,7,88589,747699,12,43658,800,
100454870,171,9082,7,88589,747699,12,43658,800,
100454870,171,29674,7,88589,747699,12,43658,800,
100454870,171,28779,7,88589,747699,12,43658,800,
100454870,171,19292,7,88589,747699,12,43658,800,
100454870,171,9037,7,88589,747699,12,43658,800,
100454870,171,22567,7,88589,747699,12,43658,800,
100454870,171,5045,7,88589,747699,12,43658,800,
100454870,171,33466,7,88589,747699,12,43658,800,
100454870,171,5572,7,88589,747699,12,43658,800,
100454870,171,9451,7,88589,747699,12,43658,800,
100454870,171,26796,7,88589,747699,12,43658,800,
100454870,171,9416,7,88589,747699,12,43658,800,
100454870,171,19777,7,88589,747699,12,43658,800,
100454870,171,11889,7,88589,747699,12,43658,800,
100454870,171,876,7,88589,747699,12,43658,800,
100454870,171,21943,7,88589,747699,12,43658,800,
100454870,171,15538,7,88589,747699,12,43658,800,
100454870,171,33459,7,88589,747699,12,43658,800,
100454870,171,7173,7,88589,747699,12,43658,800,
100454870,171,8187,7,88589,747699,12,43658,800,
100454870,171,469,7,88589,747699,12,43658,800,
100454870,171,20851,7,88589,747699,12,43658,800,
100454870,171,89,7,88589,747699,12,43658,800,
100454870,171,21775,7,88589,747699,12,43658,800,
100454870,171,649,7,88589,747699,12,43658,800,
100454870,171,18488,7,88589,747699,12,43658,800,
100454870,171,14179,7,88589,747699,12,43658,800,
100454870,171,28225,7,88589,747699,12,43658,800,
100454870,171,12329,7,88589,747699,12,43658,800,
100454870,171,11697,7,88589,747699,12,43658,800,
100454870,171,13063,7,88589,747699,12,43658,800,
100454870,171,24979,7,88589,747699,12,43658,800,
100454870,171,28036,7,88589,747699,12,43658,800,
100454870,171,8556,7,88589,747699,12,43658,800,
100454870,171,27513,7,88589,747699,12,43658,800,
100454870,171,6496,7,88589,747699,12,43658,800,
100454870,171,26018,7,88589,747699,12,43658,800,
100454870,171,207,7,88589,747699,12,43658,800,
100454870,171,17940,7,88589,747699,12,43658,800,
100454870,171,18790,7,88589,747699,12,43658,800,
100454870,171,14472,7,88589,747699,12,43658,800,
100454870,171,17724,7,88589,747699,12,43658,800,
100454870,171,32984,7,88589,747699,12,43658,800,
100454870,171,4257,7,88589,747699,12,43658,800,
100454870,171,21490,7,88589,747699,12,43658,800,
100454870,171,19675,7,88589,747699,12,43658,800,
100454870,171,20189,7,88589,747699,12,43658,800,
100454870,171,5740,7,88589,747699,12,43658,800,
100454870,171,31462,7,88589,747699,12,43658,800,
100454870,171,3501,7,88589,747699,12,43658,800,
100454870,171,19756,7,88589,747699,12,43658,800,
100454870,171,18816,7,88589,747699,12,43658,800,
100454870,171,20047,7,88589,747699,12,43658,800,
100454870,171,31649,7,88589,747699,12,43658,800,
100454870,171,5794,7,88589,747699,12,43658,800,
100454870,171,5643,7,88589,747699,12,43658,800,
100454870,171,9185,7,88589,747699,12,43658,800,
100454870,171,8426,7,88589,747699,12,43658,800,
100454870,171,8398,7,88589,747699,12,43658,800,
100454870,171,18638,7,88589,747699,12,43658,800,
100454870,171,10736,7,88589,747699,12,43658,800,
100454870,171,8718,7,88589,747699,12,43658,800,
100454870,171,22173,7,88589,747699,12,43658,800,
100454870,171,22076,7,88589,747699,12,43658,800,
100454870,171,27562,7,88589,747699,12,43658,800,
100454870,171,1420,7,88589,747699,12,43658,800,
100454870,171,14301,7,88589,747699,12,43658,800,
100454870,171,1491,7,88589,747699,12,43658,800,
100454870,171,2414,7,88589,747699,12,43658,800,
100454870,171,22299,7,88589,747699,12,43658,800,
100454870,171,25092,7,88589,747699,12,43658,800,
100454870,171,14607,7,88589,747699,12,43658,800,
100454870,171,18217,7,88589,747699,12,43658,800,
100454870,171,30723,7,88589,747699,12,43658,800,
100454870,171,12513,7,88589,747699,12,43658,800,
100454870,171,16065,7,88589,747699,12,43658,800,
100454870,171,29998,7,88589,747699,12,43658,800,
100454870,171,20275,7,88589,747699,12,43658,800,
100454870,171,25835,7,88589,747699,12,43658,800,
100454870,171,20424,7,88589,747699,12,43658,800,
100454870,171,15052,7,88589,747699,12,43658,800,
100454870,171,3392,7,88589,747699,12,43658,800,
100454870,171,27234,7,88589,747699,12,43658,800,
100454870,171,18553,7,88589,747699,12,43658,800,
100454870,171,1522,7,88589,747699,12,43658,800,
100454870,171,33425,7,88589,747699,12,43658,800,
100454870,171,12192,7,88589,747699,12,43658,800,
100454870,171,6833,7,88589,747699,12,43658,800,
100454870,171,6260,7,88589,747699,12,43658,800,
100454870,171,27055,7,88589,747699,12,43658,800,
100454870,171,21289,7,88589,747699,12,43658,800,
100454870,171,2221,7,88589,747699,12,43658,800,
100454870,171,28130,7,88589,747699,12,43658,800,
100454871,171,23900,11,88590,747700,5,47838,104,
100454871,171,11920,11,88590,747700,5,47838,104,
100454871,171,20009,11,88590,747700,5,47838,104,
100454872,171,23900,11,88590,747702,5,47838,144,
100454872,171,11920,11,88590,747702,5,47838,144,
100454872,171,20009,11,88590,747702,5,47838,144,
100454873,171,33482,7,88514,747704,2,49843,3600,
100454873,171,10456,7,88514,747704,2,49843,3600,
100454874,171,25379,7,88591,747705,2,36484,1799.8,
100454874,171,18165,7,88591,747705,2,36484,1799.8,
100454874,171,10372,7,88591,747705,2,36484,1799.8,
100454874,171,13727,7,88591,747705,2,36484,1799.8,
100454874,171,15744,7,88591,747705,2,36484,1799.8,
100454874,171,3962,7,88591,747705,2,36484,1799.8,
100454874,171,11890,7,88591,747705,2,36484,1799.8,
100454874,171,30030,7,88591,747705,2,36484,1799.8,
100454874,171,33018,7,88591,747705,2,36484,1799.8,
100454874,171,6970,7,88591,747705,2,36484,1799.8,
100454874,171,30741,7,88591,747705,2,36484,1799.8,
100454874,171,14371,7,88591,747705,2,36484,1799.8,
100454874,171,568,7,88591,747705,2,36484,1799.8,
100454875,171,11422,7,88592,747706,5,36670,1466,
100454876,171,8466,6,79880,747707,5,39054,29.4,
100454877,171,31733,7,64202,747708,2,8431,800,
100454877,171,11467,7,64202,747708,2,8431,800,
100454878,171,25212,11,88531,747710,2,45810,1200,
100454878,171,25212,11,88531,747709,2,45810,1800,
100454879,171,29011,7,88593,747711,2,21331,800,
100454879,171,11609,7,88593,747711,2,21331,800,
100454879,171,25859,7,88593,747711,2,21331,800,
100454879,171,13261,7,88593,747711,2,21331,800,
100454880,172,30882,7,88594,747712,10,23581,1200,
100454881,172,16013,11,88595,747713,5,46992,18541.6,
100454881,172,16418,11,88595,747713,5,46992,18541.6,
100454882,172,26415,7,88596,747714,11,32673,1200,
100454882,172,28971,7,88596,747714,11,32673,1200,
100454882,172,28131,7,88596,747714,11,32673,1200,
100454882,172,775,7,88596,747714,11,32673,1200,
100454883,172,8466,6,79880,747715,5,39054,40.5,
100454883,172,8466,6,79880,747716,5,39054,43.5,
100454884,172,23817,7,87798,747717,10,40342,200,
100454884,172,13142,7,87798,747717,10,40342,200,
100454884,172,1886,7,87798,747717,10,40342,200,
100454884,172,32946,7,87798,747717,10,40342,200,
100454885,172,3191,7,88597,747718,2,24151,2000,
100454885,172,2518,7,88597,747718,2,24151,2000,
100454885,172,30322,7,88597,747718,2,24151,2000,
100454885,172,32069,7,88597,747718,2,24151,2000,
100454885,172,15978,7,88597,747718,2,24151,2000,
100454885,172,28633,7,88597,747718,2,24151,2000,
100454885,172,21169,7,88597,747718,2,24151,2000,
100454885,172,27753,7,88597,747718,2,24151,2000,
100454885,172,9441,7,88597,747718,2,24151,2000,
100454885,172,8471,7,88597,747718,2,24151,2000,
100454885,172,965,7,88597,747718,2,24151,2000,
100454885,172,4895,7,88597,747718,2,24151,2000,
100454885,172,19896,7,88597,747718,2,24151,2000,
100454885,172,21963,7,88597,747718,2,24151,2000,
100454885,172,12390,7,88597,747718,2,24151,2000,
100454885,172,3484,7,88597,747718,2,24151,2000,
100454885,172,29252,7,88597,747718,2,24151,2000,
100454885,172,1845,7,88597,747718,2,24151,2000,
100454885,172,27276,7,88597,747718,2,24151,2000,
100454885,172,17246,7,88597,747718,2,24151,2000,
100454885,172,28282,7,88597,747718,2,24151,2000,
100454885,172,5811,7,88597,747718,2,24151,2000,
100454885,172,8365,7,88597,747718,2,24151,2000,
100454885,172,33131,7,88597,747718,2,24151,2000,
100454885,172,8591,7,88597,747718,2,24151,2000,
100454885,172,11091,7,88597,747718,2,24151,2000,
100454885,172,2367,7,88597,747718,2,24151,2000,
100454885,172,24870,7,88597,747718,2,24151,2000,
100454885,172,10834,7,88597,747718,2,24151,2000,
100454885,172,10312,7,88597,747718,2,24151,2000,
